CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,NPOPCHG2010,NPOPCHG2011,NPOPCHG2012,NPOPCHG2013,NPOPCHG2014,NPOPCHG2015,NPOPCHG2016,NPOPCHG2017,NPOPCHG2018,NPOPCHG2019,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,BIRTHS2016,BIRTHS2017,BIRTHS2018,BIRTHS2019,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,DEATHS2016,DEATHS2017,DEATHS2018,DEATHS2019,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,RESIDUAL2016,RESIDUAL2017,RESIDUAL2018,RESIDUAL2019
47300,,,"Visalia, CA",Metropolitan Statistical Area,442179,442182,442969,446784,449779,452460,455138,457161,459235,462308,464589,466195,787,3815,2995,2681,2678,2023,2074,3073,2281,1606,1856,8152,8025,7765,7581,7508,7286,7207,7050,7032,648,2849,2810,2831,2831,2981,3048,3025,3245,3209,-6,-9,-16,-13,-4,-2,0,-6,3,13
47380,,,"Waco, TX",Metropolitan Statistical Area,252772,252766,253808,255700,256938,258685,260376,262660,264829,268971,271427,273920,1042,1892,1238,1747,1691,2284,2169,4142,2456,2493,899,3596,3647,3615,3807,3839,3682,3569,3687,3646,435,2159,2155,2336,2219,2386,2258,2273,2474,2397,19,-12,-38,-11,-35,-30,-13,5,-10,0
47460,,,"Walla Walla, WA",Metropolitan Statistical Area,58781,58781,58915,59444,59329,59361,59510,59932,60008,60512,60615,60760,134,529,-115,32,149,422,76,504,103,145,161,686,685,675,680,686,668,644,605,610,122,515,521,556,564,607,596,618,584,575,-4,0,8,-10,-11,-2,-4,1,-1,-3
47580,,,"Warner Robins, GA",Metropolitan Statistical Area,167595,167626,168508,171561,173592,174689,175717,176293,178507,180163,182886,185409,882,3053,2031,1097,1028,576,2214,1656,2723,2523,581,2405,2417,2319,2299,2331,2345,2270,2303,2297,284,1260,1229,1238,1260,1369,1450,1491,1584,1567,24,11,-24,-1,-19,7,-10,-5,1,-6
47900,,,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Metropolitan Statistical Area,5649540,5649688,5678491,5782319,5878942,5963312,6031945,6093950,6149301,6211341,6247841,6280487,28803,103828,96623,84370,68633,62005,55351,62040,36500,32646,20182,80453,80218,80701,80804,81902,81584,80755,79152,78147,7699,31456,31053,32931,32171,34034,33993,36379,37311,38763,453,193,165,72,517,296,163,44,105,33
47940,,,"Waterloo-Cedar Falls, IA",Metropolitan Statistical Area,167819,167819,167920,168443,168811,169853,170450,170852,170110,169359,168936,168522,101,523,368,1042,597,402,-742,-751,-423,-414,523,2027,2052,2135,2114,2164,2125,2062,2120,2055,412,1475,1484,1538,1548,1557,1517,1679,1595,1564,-20,-7,-31,-13,-25,-12,-1,6,-2,-6
48060,,,"Watertown-Fort Drum, NY",Metropolitan Statistical Area,116229,116232,116592,117752,120235,118490,117971,116371,112980,113157,111866,109834,360,1160,2483,-1745,-519,-1600,-3391,177,-1291,-2032,493,2137,2199,2271,2095,2141,2001,2022,1898,1913,246,890,881,882,857,913,868,917,922,919,-12,-4,5,73,34,35,21,-3,-2,0
48140,,,"Wausau-Weston, WI",Metropolitan Statistical Area,162806,162804,162829,162844,162870,163189,163241,163181,162935,163203,163094,163285,25,15,26,319,52,-60,-246,268,-109,191,490,1921,1898,1875,1864,1871,1909,1798,1792,1744,348,1476,1468,1516,1461,1432,1567,1575,1489,1407,-8,-1,-7,-18,-19,-11,-2,-10,-6,-4
48260,,,"Weirton-Steubenville, WV-OH",Metropolitan Statistical Area,124454,124455,124329,123482,122680,122139,121507,120665,119269,118074,116982,116074,-126,-847,-802,-541,-632,-842,-1396,-1195,-1092,-908,288,1122,1126,1163,1114,1208,1103,1058,1095,1079,383,1745,1729,1661,1612,1805,1640,1772,1610,1659,-14,-8,-17,-22,-22,-14,-2,-6,-5,-6
48300,,,"Wenatchee, WA",Metropolitan Statistical Area,110884,110887,111264,111876,112669,113110,113894,115586,117221,118325,119501,120629,377,612,793,441,784,1692,1635,1104,1176,1128,405,1486,1456,1429,1423,1526,1474,1371,1420,1393,212,951,953,966,1019,1017,1002,943,982,1012,-6,-6,-13,-16,-19,-2,-4,-1,-3,-3
48540,,,"Wheeling, WV-OH",Metropolitan Statistical Area,147950,147957,147899,147260,146527,145938,144968,144157,142955,141255,140059,138948,-58,-639,-733,-589,-970,-811,-1202,-1700,-1196,-1111,384,1506,1503,1565,1475,1513,1406,1325,1287,1285,444,1918,1932,1966,1799,1881,1838,1870,1872,1830,-17,-7,-24,-21,-13,-12,-4,1,-3,-6
48620,,,"Wichita, KS",Metropolitan Statistical Area,623061,623061,623887,625327,628159,630365,632810,635551,637653,637511,637519,640218,826,1440,2832,2206,2445,2741,2102,-142,8,2699,2392,9501,9188,9285,8878,8714,8723,8585,8180,8057,1307,5345,5283,5448,5464,5760,5789,5824,5782,5732,-33,3,-48,-16,-55,-44,-22,-13,-3,-23
48660,,,"Wichita Falls, TX",Metropolitan Statistical Area,151306,151474,151649,150311,151040,151448,151867,150083,150327,150956,150955,151254,175,-1338,729,408,419,-1784,244,629,-1,299,498,1952,1929,1968,1947,1946,1861,1797,1754,1730,301,1495,1488,1523,1540,1548,1515,1687,1724,1629,-6,11,-18,-22,-16,28,-8,-2,-4,-5
48700,,,"Williamsport, PA",Metropolitan Statistical Area,116111,116102,116225,116748,117222,116598,116290,115598,114876,114012,113866,113299,123,523,474,-624,-308,-692,-722,-864,-146,-567,350,1246,1290,1314,1247,1271,1215,1141,1187,1133,249,1306,1216,1255,1240,1278,1258,1284,1313,1320,-14,-1,-12,-1,-1,-2,-1,0,-6,-1
48900,,,"Wilmington, NC",Metropolitan Statistical Area,254884,254879,255699,259141,262759,267700,271863,276848,283580,289447,294273,297533,820,3442,3618,4941,4163,4985,6732,5867,4826,3260,655,2831,2851,2804,2906,2908,2909,2855,2898,2844,390,2154,2132,2252,2280,2470,2560,2496,2648,2590,18,14,56,90,84,53,44,29,22,10
49020,,,"Winchester, VA-WV",Metropolitan Statistical Area,128472,128452,128652,129954,130910,132278,133526,134284,135739,138020,139492,140566,200,1302,956,1368,1248,758,1455,2281,1472,1074,380,1583,1490,1542,1558,1571,1600,1518,1536,1492,284,1083,1080,1180,1188,1222,1197,1240,1259,1271,7,1,-16,-2,1,-8,-6,-3,-1,-3
49180,,,"Winston-Salem, NC",Metropolitan Statistical Area,640595,640503,641245,644266,646794,649901,653250,656277,661024,666640,671129,676008,742,3021,2528,3107,3349,3027,4747,5616,4489,4879,1924,7568,7501,7443,7473,7229,7363,7367,7334,7271,1358,5871,5882,6222,6141,6535,6517,6669,6673,6542,-54,-15,-63,-72,-37,-63,-25,-10,-16,-16
49340,,,"Worcester, MA-CT",Metropolitan Statistical Area,916980,916763,918935,922378,924856,928346,932278,934604,936422,942147,946113,947404,2172,3443,2478,3490,3932,2326,1818,5725,3966,1291,2557,10001,9908,9761,9841,9568,9730,9711,9644,9575,1728,7588,7479,7785,7754,8232,8077,8334,8637,8413,-34,-13,-46,-83,-117,-52,-4,-42,-14,-16
49420,,,"Yakima, WA",Metropolitan Statistical Area,243231,243240,244256,245926,246127,246485,246870,247800,249327,249922,250562,250873,1016,1670,201,358,385,930,1527,595,640,311,1187,4334,4108,4018,4065,4069,3968,3869,3773,3746,427,1839,1815,1846,1868,1911,1965,2075,2164,2093,-17,-4,23,11,17,-11,-7,-2,1,-2
49620,,,"York-Hanover, PA",Metropolitan Statistical Area,434972,435015,435413,436701,437466,438932,440475,441741,443693,445484,447847,449058,398,1288,765,1466,1543,1266,1952,1791,2363,1211,1227,4946,4902,4856,4968,4956,4978,4930,4893,4868,961,3751,3674,3866,3840,4154,4154,4294,4125,4121,-54,-13,-63,-59,-88,-53,-31,-33,-27,-27
49660,,,"Youngstown-Warren-Boardman, OH-PA",Metropolitan Statistical Area,565773,565782,564826,562347,558530,555850,553039,548798,544582,541545,538226,536081,-956,-2479,-3817,-2680,-2811,-4241,-4216,-3037,-3319,-2145,1405,5587,5478,5629,5618,5655,5683,5732,5508,5450,1720,6831,6924,7022,6750,7283,6955,7219,7012,6842,-33,-13,-18,-39,-59,-15,-13,-20,-9,-27
49700,,,"Yuba City, CA",Metropolitan Statistical Area,166892,166898,167099,166971,166963,167597,168311,169327,170694,172782,173905,175639,201,-128,-8,634,714,1016,1367,2088,1123,1734,608,2588,2542,2460,2494,2505,2532,2536,2438,2416,315,1290,1265,1325,1318,1392,1442,1542,1514,1417,4,6,36,-9,-10,-13,-1,0,-3,-2
49740,,,"Yuma, AZ",Metropolitan Statistical Area,195751,195750,197127,202841,202475,202420,204054,205186,207247,209507,211612,213787,1377,5714,-366,-55,1634,1132,2061,2260,2105,2175,708,3251,3235,3073,3169,3026,3021,2996,3002,2991,268,1340,1437,1354,1383,1421,1514,1458,1620,1713,80,22,92,58,9,3,-12,-8,-4,-6
