,CBSA,year,Population
3535,39380,2019,168424
3536,40580,2019,145770
3537,41860,2019,4731803
3538,42200,2019,446499
3539,45940,2019,367430
3540,47580,2019,185409
3541,48620,2019,640218
3542,12980,2019,134159
3543,13380,2019,229247
3544,13820,2019,1090435
3545,14260,2019,749202
3546,18020,2019,83779
3547,20220,2019,97311
3548,25500,2019,134964
3549,25940,2019,222195
3550,26580,2019,355873
3551,26620,2019,471824
3552,29620,2019,550391
3553,29820,2019,2266715
3554,31340,2019,263566
3555,33340,2019,1575179
3556,36140,2019,92039
3557,39460,2019,188910
3558,41060,2019,201964
3559,43780,2019,323613
3560,45300,2019,3194831
3561,45540,2019,132420
3562,46700,2019,447643
3563,47220,2019,149527
3564,48260,2019,116074
3565,49660,2019,536081
3566,11260,2019,396317
3567,12700,2019,212990
3568,17660,2019,165697
3569,19340,2019,379172
3570,22220,2019,534904
3571,22540,2019,103403
3572,23580,2019,204441
3573,24140,2019,123131
3574,24340,2019,1077370
3575,26140,2019,149657
3576,27260,2019,1559514
3577,27500,2019,163354
3578,27860,2019,133860
3579,28020,2019,265066
3580,29340,2019,210409
3581,33660,2019,429536
3582,33740,2019,200261
3583,36980,2019,119440
3584,38300,2019,2317600
3585,39300,2019,1624578
3586,39900,2019,475642
3587,41740,2019,3338330
3588,42540,2019,553885
3589,42700,2019,106221
3590,46060,2019,1047279
3591,46220,2019,252047
3592,46300,2019,111290
3593,47300,2019,466195
3594,11020,2019,121829
3595,12260,2019,608980
3596,12580,2019,2800053
3597,13220,2019,115767
3598,17300,2019,307820
3599,18580,2019,429024
3600,19140,2019,144724
3601,19180,2019,75758
3602,19780,2019,699292
3603,20940,2019,181215
3604,22140,2019,123958
3605,25220,2019,134758
3606,26380,2019,208075
3607,28740,2019,177573
3608,29700,2019,276652
3609,30860,2019,142165
3610,31020,2019,110593
3611,31460,2019,157327
3612,31700,2019,417025
3613,37620,2019,89339
3614,48060,2019,109834
3615,48540,2019,138948
3616,13020,2019,103126
3617,13140,2019,392563
3618,13740,2019,181667
3619,16580,2019,226033
3620,22380,2019,143476
3621,24300,2019,154210
3622,25980,2019,80994
3623,27180,2019,178644
3624,30700,2019,336374
3625,31180,2019,322257
3626,31740,2019,130285
3627,33700,2019,550660
3628,33860,2019,373290
3629,34820,2019,496901
3630,38220,2019,87804
3631,38540,2019,95489
3632,38860,2019,538500
3633,38940,2019,489297
3634,40140,2019,4650631
3635,40220,2019,313222
3636,41540,2019,415726
3637,41620,2019,1232696
3638,43420,2019,125922
3639,44420,2019,123120
3640,45500,2019,148761
3641,46140,2019,998626
3642,47020,2019,99742
3643,47940,2019,168522
3644,10780,2019,152037
3645,11700,2019,462680
3646,12100,2019,263670
3647,14540,2019,179240
3648,16540,2019,155027
3649,19740,2019,2967239
3650,22020,2019,246145
3651,23060,2019,413263
3652,23460,2019,102268
3653,29100,2019,136616
3654,29180,2019,489207
3655,29420,2019,212181
3656,30300,2019,62990
3657,33220,2019,83156
3658,34060,2019,139044
3659,35840,2019,836995
3660,36420,2019,1408950
3661,43100,2019,115340
3662,43300,2019,136212
3663,46660,2019,147292
3664,14460,2019,4873019
3665,15380,2019,1127983
3666,16060,2019,135764
3667,16220,2019,79858
3668,16620,2019,257074
3669,16820,2019,218615
3670,17420,2019,124942
3671,17780,2019,264728
3672,19430,2019,807611
3673,22520,2019,147970
3674,23420,2019,999101
3675,23540,2019,329128
3676,24580,2019,322906
3677,25180,2019,288104
3678,31420,2019,229996
3679,33100,2019,6166488
3680,33260,2019,182603
3681,37860,2019,502629
3682,38900,2019,2492412
3683,42340,2019,393353
3684,44140,2019,697382
3685,44220,2019,134083
3686,45220,2019,387227
3687,47380,2019,273920
3688,47460,2019,60760
3689,49180,2019,676008
3690,10180,2019,172060
3691,10580,2019,880381
3692,12220,2019,164542
3693,11500,2019,113605
3694,14500,2019,326196
3695,14740,2019,271473
3696,17820,2019,745791
3697,19460,2019,152603
3698,19820,2019,4319629
3699,20260,2019,288732
3700,21660,2019,382067
3701,24020,2019,125148
3702,28940,2019,869046
3703,29540,2019,545724
3704,32780,2019,220944
3705,32820,2019,1346045
3706,33540,2019,119600
3707,34620,2019,114135
3708,34900,2019,137744
3709,39150,2019,235099
3710,40060,2019,1291900
3711,40420,2019,336116
3712,43620,2019,268232
3713,44300,2019,162385
3714,44940,2019,140466
3715,45820,2019,231969
3716,46520,2019,974563
3717,47260,2019,1768901
3718,47900,2019,6280487
3719,48900,2019,297533
3720,49020,2019,140566
3721,10420,2019,703479
3722,10740,2019,918018
3723,14100,2019,83194
3724,16740,2019,2636883
3725,16940,2019,99500
3726,17860,2019,208173
3727,18880,2019,284809
3728,25260,2019,152940
3729,25540,2019,1204877
3730,26980,2019,173105
3731,27780,2019,130192
3732,28140,2019,2157990
3733,29020,2019,82544
3734,29460,2019,724777
3735,29940,2019,122259
3736,30140,2019,141793
3737,30620,2019,102351
3738,31140,2019,1265108
3739,35300,2019,854757
3740,36220,2019,166223
3741,39580,2019,1390785
3742,39740,2019,421164
3743,44060,2019,568521
3744,46340,2019,232751
3745,48140,2019,163285
3746,15980,2019,770577
3747,16700,2019,802122
3748,20500,2019,644367
3749,22500,2019,204911
3750,24540,2019,324492
3751,27740,2019,203649
3752,28700,2019,307202
3753,33140,2019,109888
3754,33780,2019,150500
3755,35380,2019,1270530
3756,35660,2019,153401
3757,35980,2019,265206
3758,36100,2019,365579
3759,36500,2019,290536
3760,36540,2019,949442
3761,36780,2019,171907
3762,41660,2019,122027
3763,45460,2019,186367
3764,46540,2019,289990
3765,48300,2019,120629
3766,49620,2019,449058
3767,12540,2019,900202
3768,15680,2019,113510
3769,16180,2019,55916
3770,16300,2019,273032
3771,17020,2019,219186
3772,19060,2019,97284
3773,21820,2019,96849
3774,25420,2019,577941
3775,25620,2019,168849
3776,28420,2019,299612
3777,34580,2019,129205
3778,34940,2019,384902
3779,39100,2019,679158
3780,40380,2019,1069644
3781,41180,2019,2803228
3782,41420,2019,433903
3783,42220,2019,494336
3784,45780,2019,641816
3785,49420,2019,250873
3786,49740,2019,213787
3787,10540,2019,129749
3788,12420,2019,2227083
3789,13460,2019,197692
3790,13980,2019,167531
3791,15260,2019,118779
3792,16020,2019,96765
3793,17460,2019,2048449
3794,17900,2019,838433
3795,18140,2019,2122271
3796,19300,2019,223234
3797,22180,2019,526719
3798,22660,2019,356899
3799,24220,2019,100815
3800,25060,2019,417665
3801,26820,2019,151530
3802,27900,2019,179564
3803,29200,2019,233002
3804,30340,2019,108277
3805,31540,2019,664865
3806,32900,2019,277680
3807,35620,2019,19216182
3808,36260,2019,683864
3809,37460,2019,174705
3810,39340,2019,648252
3811,39540,2019,196311
3812,42680,2019,159923
3813,48660,2019,151254
3814,49700,2019,175639
3815,11100,2019,265053
3816,11460,2019,367601
3817,13900,2019,128949
3818,15180,2019,423163
3819,15500,2019,169509
3820,16860,2019,565194
3821,17140,2019,2221208
3822,18700,2019,93053
3823,19100,2019,7573136
3824,19500,2019,104009
3825,20700,2019,170271
3826,21060,2019,153928
3827,22900,2019,250368
3828,23900,2019,103009
3829,24860,2019,920477
3830,29740,2019,218195
3831,31900,2019,121154
3832,34740,2019,173566
3833,36740,2019,2608147
3834,37980,2019,6102434
3835,38340,2019,124944
3836,41700,2019,2550960
3837,42100,2019,273213
3838,44180,2019,470300
3839,44700,2019,762148
